system:index,countyears,cropland_mode,first,longitude,system:indexviejuno,.geo
2008_1620,6.0,24.0,23,-101.00697478827686,57706.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-101.0069748,44.4740177]}"
2008_1942,5.0,24.0,24,-101.48640565541145,69981.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-101.4864057,44.9103294]}"
2008_383,5.0,24.0,24,-101.93915655860769,13503.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-101.9391566,44.3939778]}"
2008_77,9.0,24.0,24,-102.25284825582223,2569.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-102.2528483,44.7952552]}"
2008_697,5.0,24.0,23,-102.6802666680063,24451.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-102.6802667,45.4250641]}"
2008_1490,9.0,24.0,24,-102.27710276849345,53649.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-102.2771028,44.8160063]}"
2008_268,8.0,24.0,176,-102.27548580098204,9219.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-102.2754858,44.6640113]}"
2008_432,9.0,24.0,24,-102.27925872517534,15546.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-102.2792587,44.6200837]}"
2008_428,5.0,24.0,24,-103.35885403363018,15284.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-103.358854,44.9593774]}"
2008_1358,5.0,24.0,24,-105.0343018700415,48823.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-105.0343019,45.3110678]}"
2008_6,5.0,24.0,24,-105.01516775448975,161.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-105.0151678,45.5697826]}"
2008_370,5.0,24.0,24,-107.6626825598468,13068.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-107.6626826,45.7382168]}"
2008_774,5.0,24.0,24,-107.701759274706,27643.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-107.7017593,45.7339049]}"
2008_545,7.0,24.0,24,-107.75754465384983,19262.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-107.7575447,45.7983141]}"
2008_1507,5.0,24.0,61,-107.69879483426841,54349.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-107.6987948,45.8912897]}"
2008_786,5.0,24.0,61,-107.75646667550889,27976.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-107.7564667,46.3550899]}"
2008_429,5.0,24.0,176,-107.96640295740762,15308.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-107.966403,46.9547153]}"
2008_1341,5.0,24.0,61,-106.00259591479393,48232.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-106.0025959,46.7127092]}"
2008_341,5.0,24.0,24,-110.0444757041613,11993.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.0444757,47.9550792]}"
2008_627,5.0,24.0,24,-109.78090999980064,22295.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.78091,47.8987549]}"
2008_184,5.0,24.0,24,-109.35915097390652,6110.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.359151,47.5578442]}"
2008_556,5.0,24.0,61,-109.28342299545525,19727.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.283423,47.5993464]}"
2008_125,5.0,24.0,61,-109.50440855534865,4360.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.5044086,47.3487164]}"
2008_421,5.0,24.0,24,-109.56827877204955,15002.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.5682788,47.2667901]}"
2008_275,5.0,24.0,24,-109.54698869981591,9503.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.5469887,47.3683895]}"
2008_1563,5.0,24.0,24,-109.36939176814549,56117.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.3693918,47.4306428]}"
2008_1856,6.0,24.0,24,-110.03073148031427,66582.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.0307315,47.5376321]}"
2008_124,5.0,24.0,61,-110.16035837581272,4327.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.1603584,47.3770133]}"
2008_354,5.0,24.0,24,-109.86014140785998,12434.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.8601414,47.3700065]}"
2008_1429,6.0,24.0,24,-109.55157010776493,51567.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.5515701,47.0719455]}"
2008_1982,5.0,24.0,176,-109.79519321281813,71455.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.7951932,47.019394]}"
2008_414,5.0,24.0,24,-109.96766974736909,14792.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.9676697,47.2597832]}"
2008_1031,5.0,24.0,24,-110.80148599408882,36653.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.801486,47.6316857]}"
2008_437,5.0,24.0,61,-110.62631451368551,15663.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.6263145,47.7057967]}"
2008_53,6.0,24.0,61,-110.52444556046636,1755.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.5244456,47.6281823]}"
2008_570,5.0,24.0,61,-110.29483617384541,20083.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.2948362,47.6540538]}"
2008_102,5.0,24.0,24,-110.29106324965211,3495.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.2910632,47.6556707]}"
2008_469,5.0,24.0,24,-110.1444581952838,16694.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.1444582,47.6338417]}"
2008_1649,5.0,24.0,24,-110.0827439352648,58583.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.0827439,47.5998854]}"
2008_1182,5.0,24.0,24,-110.12397660680588,42197.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.1239766,47.7893401]}"
2008_586,5.0,24.0,24,-110.36167083098391,20958.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.3616708,48.1229743]}"
2008_1813,6.0,24.0,24,-110.71174429720529,65176.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.7117443,48.0623381]}"
2008_870,5.0,24.0,24,-110.89607859350662,31663.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.8960786,48.0847061]}"
2008_1691,5.0,24.0,61,-110.97827444200355,60215.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.9782744,47.8731529]}"
2008_479,5.0,24.0,61,-111.14670855777597,16914.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.1467086,47.9219314]}"
2008_1914,5.0,24.0,61,-111.08661126526836,69084.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.0866113,48.0281123]}"
2008_1048,5.0,24.0,24,-111.45824429830861,37301.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.4582443,47.9378316]}"
2008_1257,5.0,24.0,24,-111.53963166304983,45309.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.5396317,47.8631816]}"
2008_715,5.0,24.0,61,-111.28765422585431,25399.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.2876542,47.7847586]}"
2008_1455,5.0,24.0,61,-111.07610097644417,52427.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.076101,47.7815247]}"
2008_1671,5.0,24.0,61,-111.17635296215191,59572.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.176353,47.6850456]}"
2008_1331,6.0,24.0,24,-110.93326884626916,47680.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.9332688,47.5872191]}"
2008_1508,5.0,24.0,24,-111.09712155409257,54352.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.0971216,47.4392666]}"
2008_1786,5.0,24.0,24,-111.12838292597992,64127.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.1283829,47.4575922]}"
2008_1199,5.0,24.0,61,-111.14994249279879,43135.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.1499425,47.4495074]}"
2008_489,6.0,24.0,24,-111.17096307044719,17498.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.1709631,47.4354937]}"
2008_522,5.0,24.0,61,-111.29412209589998,18653.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.2941221,47.5597307]}"
2008_24,5.0,24.0,61,-111.22674844959101,960.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.2267484,47.6772303]}"
2008_1548,5.0,24.0,61,-111.66171271016168,55546.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.6617127,47.6985204]}"
2008_791,5.0,24.0,24,-111.68947065244097,28102.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.6894707,47.7828722]}"
2008_1723,5.0,24.0,24,-111.9376751654432,61350.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.9376752,47.8658765]}"
2008_1875,6.0,24.0,24,-109.32896758036011,67591.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.3289676,46.246753]}"
2008_683,5.0,24.0,24,-109.80893743666516,24046.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.8089374,46.895157]}"
2008_1917,7.0,24.0,24,-109.74129429577097,69168.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.7412943,46.9339642]}"
2008_1091,6.0,24.0,24,-109.53243599221318,38777.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.532436,46.997565]}"
2008_241,5.0,24.0,176,-108.36067353560767,8249.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-108.3606735,46.5555938]}"
2008_1661,6.0,24.0,23,-108.09360440163894,59033.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-108.0936044,45.6969841]}"
2008_840,5.0,24.0,24,-108.07204483482008,30274.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-108.0720448,45.6067034]}"
2008_563,5.0,24.0,24,-108.0135645098239,19887.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-108.0135645,45.5889168]}"
2008_755,5.0,24.0,24,-108.14184393239616,26889.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-108.1418439,45.6102068]}"
2008_663,8.0,24.0,61,-108.38061613491513,23656.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-108.3806161,45.5037565]}"
2008_338,6.0,24.0,61,-108.42346577396764,11803.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-108.4234658,45.6336529]}"
2008_1534,5.0,24.0,24,-108.92688165918821,55159.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-108.9268817,45.7390252]}"
2008_96,5.0,24.0,24,-108.49649880656655,3242.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-108.4964988,45.4989056]}"
2008_1385,5.0,24.0,24,-108.52802967303914,49763.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-108.5280297,45.380328]}"
2008_1783,5.0,24.0,24,-107.81710295718695,63961.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-107.817103,45.3501446]}"
2008_1912,5.0,24.0,24,-107.782877144862,69061.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-107.7828771,45.3409817]}"
2008_1727,7.0,24.0,24,-112.19800693478103,61508.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-112.1980069,43.2761142]}"
2008_1951,6.0,24.0,24,-112.18668816220114,70316.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-112.1866882,43.2693769]}"
2008_725,5.0,24.0,24,-112.33814411910367,25911.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-112.3381441,43.2621005]}"
2008_447,5.0,24.0,43,-112.45941668245982,16125.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-112.4594167,43.0252148]}"
2008_1484,5.0,24.0,24,-112.7073517008768,53451.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-112.7073517,42.8608231]}"
2008_1410,6.0,24.0,24,-112.74508094280982,50656.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-112.7450809,42.8670215]}"
2008_390,6.0,24.0,24,-112.32224393857477,13696.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-112.3222439,43.3720543]}"
2008_199,5.0,24.0,59,-117.22381145484452,6527.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.2238115,47.7362496]}"
2008_1892,5.0,24.0,24,-111.88108130254366,68368.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.8810813,47.9332502]}"
2008_1664,5.0,24.0,24,-111.48330729473554,59151.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.4833073,47.9973899]}"
2008_371,5.0,24.0,24,-111.63691920831998,13115.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.6369192,48.0529058]}"
2008_335,5.0,24.0,24,-111.6452735404623,11767.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.6452735,48.1539662]}"
2008_760,5.0,24.0,61,-110.9507859943095,27039.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.950786,48.2059787]}"
2008_1093,5.0,24.0,61,-111.05049899084676,38853.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.050499,48.1973549]}"
2008_1301,5.0,24.0,61,-110.97854393658878,46814.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.9785439,48.3164715]}"
2008_1740,5.0,24.0,61,-111.14185765524171,62172.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.1418577,48.3838451]}"
2008_492,5.0,24.0,61,-111.1394322039746,17888.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-111.1394322,48.4156455]}"
2008_619,5.0,24.0,61,-110.93758075963294,22095.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.9375808,48.7099336]}"
2008_1469,5.0,24.0,24,-110.89904303394421,52971.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.899043,48.565754]}"
2008_299,5.0,24.0,24,-110.883951337171,10648.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.8839513,48.2965289]}"
2008_1663,5.0,24.0,61,-110.3705641522967,59116.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.3705642,48.262303]}"
2008_601,5.0,24.0,24,-109.93802534299314,21429.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-109.9380253,48.4531052]}"
2008_1853,5.0,24.0,24,-110.1886553072625,66468.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.1886553,48.7333796]}"
2008_1907,5.0,24.0,24,-110.29753111969778,68832.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.2975311,48.7239473]}"
2008_1611,5.0,24.0,24,-110.60340747394048,57403.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.6034075,48.614802]}"
2008_1637,5.0,24.0,24,-110.84649158982322,58215.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-110.8464916,48.8702828]}"
2008_303,6.0,24.0,24,-119.76164196401058,10750.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.761642,46.1082328]}"
2008_1121,5.0,24.0,61,-119.51721037520166,39960.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.5172104,46.199322]}"
2008_393,5.0,24.0,61,-119.52772066402586,13844.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.5277207,46.2071373]}"
2008_229,5.0,24.0,24,-119.6910343826788,7865.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.6910344,46.2082153]}"
2008_329,5.0,24.0,61,-119.39593781184553,11641.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.3959378,46.1049989]}"
2008_1296,5.0,24.0,12,-118.82191434529315,46610.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.8219143,46.3267929]}"
2008_1407,5.0,24.0,61,-118.32334936260682,50556.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3233494,46.4928016]}"
2008_843,5.0,24.0,61,-118.70684015739744,30481.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7068402,46.4895677]}"
2008_1251,5.0,24.0,61,-118.49393943506111,45131.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.4939394,46.7768489]}"
2008_620,7.0,24.0,24,-118.66533799127112,22123.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.665338,46.7798133]}"
2008_930,5.0,24.0,24,-118.57613528355805,33739.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.5761353,46.8364072]}"
2008_1051,5.0,24.0,24,-118.7734053199507,37389.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7734053,46.9495949]}"
2008_1458,5.0,24.0,24,-118.72651326211965,52510.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7265133,46.9743884]}"
2008_51,5.0,24.0,61,-118.83538907455494,1733.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.8353891,47.0069973]}"
2008_641,5.0,24.0,24,-118.92405279309754,22753.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.9240528,47.0290958]}"
2008_1417,6.0,24.0,42,-119.00328420115689,50912.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.0032842,47.2018419]}"
2008_201,5.0,24.0,24,-119.04721181855032,6618.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.0472118,47.2751444]}"
2008_1271,5.0,24.0,61,-119.66651037542232,45820.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.6665104,47.346291]}"
2008_1797,5.0,24.0,61,-119.69507680145733,64646.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.6950768,47.3619216]}"
2008_1003,5.0,24.0,24,-119.81015098935303,35745.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.810151,47.8974074]}"
2008_10,5.0,24.0,24,-119.65519160284242,404.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.6551916,47.7704754]}"
2008_849,5.0,24.0,24,-119.70882102530436,30823.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.708821,47.7254698]}"
2008_1235,5.0,24.0,24,-119.98289701848923,44475.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.982897,47.666181]}"
2008_1857,5.0,24.0,61,-120.04407228933776,66594.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.0440723,47.7354411]}"
2008_1793,5.0,24.0,61,-119.98181904014828,64508.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.981819,47.5877581]}"
2008_1263,5.0,24.0,24,-120.05539106191766,45437.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.0553911,47.3640776]}"
2008_781,5.0,24.0,61,-120.04137734348541,27863.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-120.0413773,47.4088137]}"
2008_921,7.0,24.0,24,-119.75113167518639,33482.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.7511317,47.3772828]}"
2008_1720,5.0,24.0,61,-119.72283474373663,61311.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.7228347,47.4028848]}"
2008_1528,5.0,24.0,61,-119.69831073648015,54961.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.6983107,47.4314512]}"
2008_1512,5.0,24.0,24,-119.68726145848548,54433.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.6872615,47.4408836]}"
2008_223,5.0,24.0,24,-119.71259394949766,7683.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.7125939,47.4462734]}"
2008_1032,5.0,24.0,24,-119.86890080893446,36681.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.8689008,47.5139166]}"
2008_1913,5.0,24.0,61,-119.86836181976398,69062.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.8683618,47.5379016]}"
2008_1674,5.0,24.0,61,-119.58215857024351,59710.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.5821586,47.6125516]}"
2008_49,5.0,24.0,24,-119.77565568244285,1693.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.7756557,47.6807337]}"
2008_1933,5.0,24.0,61,-119.55682607923133,69715.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.5568261,47.5381711]}"
2008_75,5.0,24.0,24,-119.17737770321925,2520.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.1773777,47.5511068]}"
2008_493,5.0,24.0,61,-119.11377698110358,17904.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.113777,47.5799428]}"
2008_919,5.0,24.0,24,-119.18276759492396,33465.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.1827676,47.5505679]}"
2008_1149,5.0,24.0,24,-119.43231958085236,40971.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.4323196,47.6303382]}"
2008_1247,5.0,24.0,61,-119.19435586208911,44957.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.1943559,47.6820812]}"
2008_1011,5.0,24.0,61,-119.1094650677398,35924.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.1094651,47.7933825]}"
2008_769,5.0,24.0,61,-119.08925297384712,27414.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.089253,47.793652]}"
2008_1788,5.0,24.0,61,-119.07604773917056,64209.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.0760477,47.8095521]}"
2008_120,5.0,24.0,24,-119.08548004965382,4175.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.08548,47.6691455]}"
2008_1412,5.0,24.0,24,-118.92998167397273,50710.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.9299817,47.6047363]}"
2008_1542,5.0,24.0,24,-118.8448213850382,55341.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.8448214,47.665642]}"
2008_504,5.0,24.0,61,-118.75993059068891,18218.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7599306,47.791496]}"
2008_108,6.0,24.0,24,-118.61386452549107,3679.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6138645,47.7119951]}"
2008_5,5.0,24.0,24,-118.66991939922013,95.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6699194,47.7985029]}"
2008_1192,5.0,24.0,61,-119.01002156578778,42854.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.0100216,47.8114386]}"
2008_3,5.0,24.0,24,-119.67324774005323,64.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.6732477,47.8599476]}"
2008_836,5.0,24.0,61,-119.59967571828383,29966.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.5996757,47.9160025]}"
2008_1275,5.0,24.0,23,-117.22785387362306,45899.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.2278539,47.4406141]}"
2008_148,5.0,24.0,24,-117.32837535391603,5017.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-117.3283754,47.4648686]}"
2008_458,5.0,24.0,61,-118.1780917811647,16542.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.1780918,47.4489684]}"
2008_35,5.0,24.0,61,-118.18105622160229,1351.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.1810562,47.4395361]}"
2008_445,5.0,24.0,24,-118.31688149256115,15988.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3168815,47.4753789]}"
2008_1465,5.0,24.0,24,-118.32981723265247,52789.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3298172,47.4233664]}"
2008_777,5.0,24.0,24,-118.43761506674682,27791.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.4376151,47.4643296]}"
2008_1877,5.0,24.0,24,-118.69713835232895,67854.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6971384,47.4818467]}"
2008_1039,6.0,24.0,24,-118.79253943550245,36934.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7925394,47.5961124]}"
2008_713,5.0,24.0,61,-118.92701723353514,25275.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.9270172,47.5618866]}"
2008_1250,7.0,24.0,24,-118.77852571707018,45101.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7785257,47.493435]}"
2008_391,5.0,24.0,24,-118.948576800354,13735.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.9485768,47.4586702]}"
2008_996,5.0,24.0,61,-118.96663293756481,35537.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.9666329,47.4516633]}"
2008_1804,7.0,24.0,61,-119.00517066325354,64893.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.0051707,47.3735099]}"
2008_206,5.0,24.0,24,-119.01136903871397,6692.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-119.011369,47.3360502]}"
2008_1645,5.0,24.0,61,-118.93510207109222,58428.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.9351021,47.2789173]}"
2008_1336,5.0,24.0,61,-118.6532107349355,47954.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6532107,47.3991119]}"
2008_1557,5.0,24.0,61,-118.63084268436093,55764.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6308427,47.2403796]}"
2008_1431,5.0,24.0,24,-118.7628950311265,51594.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.762895,47.2713715]}"
2008_1551,6.0,24.0,24,-118.77636976038829,55612.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7763698,47.2546628]}"
2008_571,5.0,24.0,61,-118.79658185428099,20114.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7965819,47.2223234]}"
2008_955,5.0,24.0,24,-118.86179954390806,34332.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.8617995,47.2374151]}"
2008_994,5.0,24.0,61,-118.80736163769042,35482.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.8073616,47.1290783]}"
2008_938,5.0,24.0,61,-118.74753383976805,33889.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.7475338,47.1792043]}"
2008_1540,5.0,24.0,61,-118.6486293269865,55207.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.6486293,47.1684245]}"
2008_213,7.0,24.0,24,-118.81167355105418,7252.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.8116736,47.0913491]}"
2008_295,5.0,24.0,24,-118.32065441675446,10465.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3206544,47.0978169]}"
2008_1012,5.0,24.0,61,-118.28130820731002,35938.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.2813082,47.2306778]}"
2008_1802,5.0,24.0,24,-118.26379105926969,64807.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.2637911,47.2401101]}"
2008_705,5.0,24.0,24,-118.32065441675446,24984.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3206544,47.2266354]}"
2008_198,5.0,24.0,24,-118.33817156479479,6504.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3381716,47.3551843]}"
2008_1622,5.0,24.0,24,-118.30394575246983,57729.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.3039458,47.3662336]}"
2008_348,5.0,24.0,61,-118.27942174521337,12258.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-118.2794217,47.3489859]}"
