system:index,countyears,cropland_mode,first,longitude,system:indexviejuno,.geo
2008_1272,5.0,24.0,24,-99.58619933491343,45821.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5861993,38.2753727]}"
2008_87,5.0,24.0,24,-99.5619448222422,2842.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5619448,38.3915249]}"
2008_495,6.0,24.0,176,-99.42450258377191,17939.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4245026,38.4947413]}"
2008_1569,5.0,24.0,190,-99.20890691558323,56266.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2089069,38.4952803]}"
2008_1441,5.0,24.0,61,-99.35739843204819,52065.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3573984,38.5513352]}"
2008_848,5.0,24.0,61,-99.23423940659539,30675.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2342394,38.7682783]}"
2008_1991,5.0,24.0,24,-99.51505276441115,71728.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5150528,38.7558816]}"
2008_503,6.0,24.0,24,-99.52044265611588,18193.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5204427,39.2212987]}"
2008_857,5.0,24.0,61,-99.88803327037758,31184.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.8880333,39.0040861]}"
2008_739,7.0,24.0,5,-99.02268615718525,26416.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.0226862,39.5131613]}"
2008_1337,5.0,24.0,24,-99.02996251098662,47984.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.0299625,39.5457702]}"
2008_130,7.0,24.0,61,-98.84455023634435,4499.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8445502,39.5465787]}"
2008_1175,5.0,24.0,24,-98.94749716790444,41905.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9474972,39.5252886]}"
2008_1815,5.0,24.0,24,-98.99465872032071,65213.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9946587,39.5120834]}"
2008_71,5.0,24.0,4,-98.92917153610841,2354.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9291715,39.4088669]}"
2008_618,5.0,24.0,24,-99.05206106697595,22079.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.0520611,39.2668433]}"
2008_693,5.0,24.0,24,-98.80816846733751,24316.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8081685,39.1547335]}"
2008_409,5.0,24.0,24,-98.80493453231468,14623.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8049345,39.1366774]}"
2008_1293,6.0,24.0,24,-98.51980926113514,46521.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5198093,39.3366424]}"
2008_1462,5.0,24.0,24,-98.74537622897755,52697.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.7453762,39.3326]}"
2008_1896,8.0,24.0,24,-98.82460763703689,68412.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8246076,39.3635918]}"
2008_18,6.0,24.0,24,-98.66048543462826,743.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6604854,39.4851339]}"
2008_13,6.0,24.0,24,-98.80547352148515,519.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8054735,39.5640958]}"
2008_477,6.0,24.0,24,-98.68312297978807,16884.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.683123,39.6303915]}"
2008_886,5.0,24.0,176,-98.3804805605682,32453.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3804806,39.6648868]}"
2008_980,5.0,24.0,24,-98.32954608395862,34973.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3295461,39.6053285]}"
2008_1483,5.0,24.0,61,-98.30825601172499,53391.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.308256,39.4018601]}"
2008_1988,7.0,24.0,24,-98.1805155783232,71620.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.1805156,39.4398588]}"
2008_59,5.0,24.0,4,-98.21474139064816,2035.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2147414,39.4937577]}"
2008_1584,5.0,24.0,24,-98.2632504159906,56663.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2632504,39.6471001]}"
2008_260,5.0,24.0,24,-98.0279816430797,8828.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.0279816,39.5473872]}"
2008_1977,6.0,24.0,24,-97.82235727454474,71291.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8223573,39.6662343]}"
2008_1277,6.0,24.0,24,-97.88353254539328,45935.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8835325,39.6037115]}"
2008_1374,7.0,24.0,24,-98.03687496439248,49484.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.036875,39.4209942]}"
2008_1771,9.0,24.0,24,-98.0196273109374,63527.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.0196273,39.5258276]}"
2008_1761,8.0,24.0,24,-97.7964857943621,63075.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.7964858,39.3088844]}"
2008_1588,6.0,24.0,24,-98.22255673362,56718.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2225567,39.1833]}"
2008_41,6.0,24.0,4,-98.29046936909943,1441.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2904694,39.2533686]}"
2008_743,5.0,24.0,24,-98.25300962175164,26580.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2530096,39.2460922]}"
2008_757,5.0,24.0,24,-98.33224102981099,26983.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.332241,39.2169868]}"
2008_1442,8.0,24.0,176,-98.3880264089548,52083.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3880264,39.2902893]}"
2008_850,5.0,24.0,4,-98.40850799743274,30906.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.408508,39.0862819]}"
2008_677,5.0,24.0,61,-98.31202893591829,23975.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3120289,38.8652964]}"
2008_614,8.0,24.0,24,-98.13847442302641,21964.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.1384744,38.7925328]}"
2008_1701,5.0,24.0,5,-97.94875023502036,60505.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.9487502,38.8609844]}"
2008_1835,10.0,24.0,24,-97.78759247304932,65849.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.7875925,38.6572465]}"
2008_1191,5.0,24.0,24,-97.95144518087272,42838.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.9514452,38.6246377]}"
2008_381,5.0,24.0,24,-97.80079770772588,13436.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8007977,38.5542996]}"
2008_1726,9.0,24.0,176,-97.7919043864131,61479.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.7919044,38.4850395]}"
2008_1492,7.0,24.0,176,-97.81777586659574,53674.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8177759,38.4944718]}"
2008_1749,7.0,24.0,4,-98.04118687775626,62642.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.0411869,38.5432503]}"
2008_1526,6.0,24.0,4,-98.2414213545865,54755.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2414214,38.5540301]}"
2008_1238,6.0,24.0,24,-98.31418489260018,44640.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3141849,38.5640014]}"
2008_1646,7.0,24.0,24,-98.37994157139774,58525.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3799416,38.5761287]}"
2008_1686,6.0,24.0,24,-98.31607135469683,60136.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3160714,38.6044256]}"
2008_1997,6.0,24.0,61,-98.4518966256557,71913.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.4518966,38.6416159]}"
2008_893,6.0,24.0,24,-98.47426467623028,32563.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.4742647,38.5451368]}"
2008_1030,5.0,24.0,24,-98.47399518164505,36646.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.4739952,38.485309]}"
2008_1071,5.0,24.0,24,-98.42952857508112,38165.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.4295286,38.4877344]}"
2008_966,5.0,24.0,4,-98.4006926544609,34655.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.4006927,38.3643059]}"
2008_1938,7.0,24.0,24,-98.4128199107965,69837.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.4128199,38.3540651]}"
2008_819,5.0,24.0,61,-98.46564084950273,29063.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.4656408,38.385057]}"
2008_834,7.0,24.0,176,-98.61521034430864,29821.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6152103,38.3664619]}"
2008_1586,7.0,24.0,1,-98.81975673450265,56674.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8197567,38.3537956]}"
2008_596,6.0,24.0,36,-98.75750348531317,21343.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.7575035,38.4066166]}"
2008_413,6.0,24.0,24,-98.79226828680859,14777.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.7922683,38.4494662]}"
2008_1656,6.0,24.0,24,-98.66479734799204,58893.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6647973,38.5683133]}"
2008_816,5.0,24.0,176,-98.8073599835818,28887.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.80736,38.5189958]}"
2008_1818,5.0,24.0,61,-98.83619590420203,65306.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8361959,38.5454063]}"
2008_62,7.0,24.0,24,-98.63407496527515,2156.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.634075,38.582327]}"
2008_1256,6.0,24.0,24,-98.50849048855524,45295.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5084905,38.6195173]}"
2008_302,7.0,24.0,24,-98.51172442357806,10724.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5117244,38.6321835]}"
2008_1714,6.0,24.0,24,-98.55430456804532,60872.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5543046,38.8299926]}"
2008_1243,6.0,24.0,24,-98.98684337734888,44744.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9868434,38.7173438]}"
2008_803,5.0,24.0,24,-98.87742857574312,28481.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8774286,38.78337]}"
2008_1906,5.0,24.0,24,-99.01433182504293,68822.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.0143318,38.8787711]}"
2008_1451,5.0,24.0,24,-99.0914072764204,52362.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.0914073,38.4742597]}"
2008_67,5.0,24.0,24,-99.04505420775982,2306.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.0450542,38.6289496]}"
2008_81,5.0,24.0,61,-98.97390763725755,2653.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9739076,38.5648099]}"
2008_1860,8.0,24.0,24,-98.95342604877963,66690.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.953426,38.4168574]}"
2008_527,5.0,24.0,24,-98.99088579612742,18791.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9908858,38.3265767]}"
2008_1283,5.0,24.0,4,-99.10865492987548,46052.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1086549,38.3788586]}"
2008_1015,5.0,24.0,24,-99.18411341374153,36034.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1841134,38.3058256]}"
2008_1510,5.0,24.0,24,-98.90922893680096,54403.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9092289,38.2982797]}"
2008_1895,8.0,24.0,24,-98.9510005975125,68405.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9510006,38.1112505]}"
2008_1833,7.0,24.0,61,-98.87446413530553,65736.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8744641,38.0961588]}"
2008_1712,9.0,24.0,24,-98.89737117505058,60785.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8973712,37.9813541]}"
2008_1415,5.0,24.0,24,-99.00409103080398,50779.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.004091,38.0190834]}"
2008_1821,5.0,24.0,24,-99.05960691536256,65381.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.0596069,38.0665144]}"
2008_212,7.0,24.0,24,-99.17764554369586,7210.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1776455,37.939852]}"
2008_536,6.0,24.0,176,-99.07928002008478,19035.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.07928,37.9552131]}"
2008_1349,8.0,24.0,24,-99.07685456881765,48555.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.0768546,37.8514577]}"
2008_673,6.0,24.0,24,-99.14207225844473,23919.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1420723,37.6469113]}"
2008_304,6.0,24.0,4,-98.81571431572411,10792.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8157143,37.690839]}"
2008_1780,6.0,24.0,24,-98.60470005548443,63887.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6047001,37.8280117]}"
2008_1846,6.0,24.0,61,-98.65132261873023,66240.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6513226,37.7266817]}"
2008_761,10.0,24.0,24,-98.64943615663358,27068.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6494362,37.9379655]}"
2008_368,5.0,24.0,61,-98.5111854344076,12987.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5111854,37.9500927]}"
2008_378,8.0,24.0,24,-98.58448796159175,13337.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.584488,38.0053391]}"
2008_1596,8.0,24.0,24,-98.78337496549581,56975.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.783375,38.0481888]}"
2008_1678,10.0,24.0,24,-98.7577729798984,59860.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.757773,38.0832231]}"
2008_280,7.0,24.0,1,-98.67719409891288,9814.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6771941,38.1002012]}"
2008_1081,6.0,24.0,5,-98.77609861169444,38530.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.7760986,38.259742]}"
2008_1153,5.0,24.0,24,-98.75184409902322,41064.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.7518441,38.3069036]}"
2008_411,7.0,24.0,24,-98.73648290766477,14728.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.7364829,38.3263072]}"
2008_480,6.0,24.0,4,-98.37886359305679,16977.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3788636,38.3198393]}"
2008_823,8.0,24.0,24,-98.3796720768125,29242.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3796721,38.30879]}"
2008_1294,5.0,24.0,61,-98.25597406218924,46597.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2559741,38.0686704]}"
2008_1180,7.0,24.0,36,-98.1842885025165,42138.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.1842885,38.0781027]}"
2008_1162,5.0,24.0,5,-98.2061175639206,41325.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2061176,38.0479193]}"
2008_1814,6.0,24.0,24,-98.1452117876573,65201.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.1452118,38.113137]}"
2008_1099,8.0,24.0,24,-98.26756232935438,38943.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2675623,38.2788761]}"
2008_914,5.0,24.0,4,-98.09427731104772,33372.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.0942773,38.2468063]}"
2008_542,5.0,24.0,24,-98.06544139042748,19187.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.0654414,38.2400689]}"
2008_1500,9.0,24.0,24,-97.83690998214747,53901.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.83691,38.3265767]}"
2008_385,6.0,24.0,24,-97.7935213539245,13531.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.7935214,38.1403559]}"
2008_1891,6.0,24.0,24,-97.95171467545795,68351.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.9517147,38.0045307]}"
2008_1713,6.0,24.0,5,-97.93204157073573,60847.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.9320416,37.9937509]}"
2008_734,8.0,24.0,24,-97.92826864654243,26296.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.9282686,37.8983498]}"
2008_1635,10.0,24.0,24,-97.99537279826616,58084.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.9953728,37.7897435]}"
2008_873,7.0,24.0,24,-98.10586557821287,31733.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.1058656,37.7819281]}"
2008_1230,8.0,24.0,24,-98.21177695021056,44262.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.211777,37.7724958]}"
2008_1735,10.0,24.0,24,-98.25543507301876,61899.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2554351,37.714824]}"
2008_1784,7.0,24.0,24,-98.18833092129503,63972.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.1883309,37.9587166]}"
2008_916,5.0,24.0,176,-98.37994157139774,33407.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3799416,37.9018532]}"
2008_1334,10.0,24.0,24,-98.3758991526192,47915.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3758992,37.7835451]}"
2008_1966,8.0,24.0,24,-98.45297460399665,70993.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.4529746,37.4846756]}"
2008_85,7.0,24.0,24,-98.37832460388631,2758.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.3783246,37.4429039]}"
2008_638,9.0,24.0,24,-98.15733904399292,22589.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.157339,37.5555527]}"
2008_27,9.0,24.0,24,-98.2767251452524,1107.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2767251,37.6048702]}"
2008_182,8.0,24.0,24,-98.22471269030187,6091.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2247127,37.6773642]}"
2008_1234,9.0,24.0,24,-98.06813633627985,44423.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.0681363,37.6000193]}"
2008_989,10.0,24.0,24,-98.00938651669843,35295.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.0093865,37.6822151]}"
2008_1433,10.0,24.0,24,-97.87140528905766,51696.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8714053,37.6075651]}"
2008_1608,8.0,24.0,24,-97.89781575841079,57242.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8978158,37.5860056]}"
2008_720,6.0,24.0,24,-97.83259806878371,25776.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8325981,37.3943949]}"
2008_709,8.0,24.0,24,-97.85766106521064,25080.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8576611,37.4046357]}"
2008_1210,10.0,24.0,24,-97.87598669700668,43555.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8759867,37.4326631]}"
2008_722,8.0,24.0,4,-97.98243705817484,25842.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.9824371,37.4757823]}"
2008_1049,9.0,24.0,24,-97.98674897153862,37342.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.986749,37.5318371]}"
2008_1941,7.0,24.0,24,-98.06382442291607,69910.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.0638244,37.3547792]}"
2008_594,10.0,24.0,24,-98.10397911611621,21261.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.1039791,37.3103126]}"
2008_1270,10.0,24.0,24,-98.09212135436583,45772.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.0921214,37.1941604]}"
2008_107,10.0,24.0,24,-97.98728796070908,3662.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.987288,37.3227094]}"
2008_636,8.0,24.0,24,-97.79486882685069,22569.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.7948688,37.367176]}"
2008_1160,9.0,24.0,24,-97.82666918790852,41272.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8266692,37.2628816]}"
2008_312,7.0,24.0,24,-97.93931792453711,11069.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.9393179,37.2666545]}"
2008_607,10.0,24.0,24,-97.79702478353258,21550.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.7970248,37.0968729]}"
2008_770,10.0,24.0,24,-97.80160619148158,27468.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8016062,37.0486334]}"
2008_177,10.0,24.0,24,-97.85038471140928,5892.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.8503847,37.0634556]}"
2008_1155,10.0,24.0,24,-97.91075149850211,41178.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.9107515,37.0427045]}"
2008_553,10.0,24.0,24,-97.9956422928514,19557.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-97.9956423,37.1548142]}"
2008_600,8.0,24.0,24,-98.14278633639017,21409.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.1427863,37.0197974]}"
2008_317,7.0,24.0,24,-98.14952370102107,11225.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.1495237,37.1019933]}"
2008_1552,10.0,24.0,24,-98.13389301507739,55631.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.133893,37.1569702]}"
2008_1326,10.0,24.0,24,-98.14709824975395,47538.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.1470982,37.1990113]}"
2008_896,10.0,24.0,24,-98.13497099341834,32660.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.134971,37.241861]}"
2008_890,6.0,24.0,24,-98.22956359283613,32525.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2295636,37.2747393]}"
2008_1974,9.0,24.0,24,-98.28723543407659,71282.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2872354,37.2424]}"
2008_1618,6.0,24.0,24,-98.25597406218924,57650.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.2559741,37.2192234]}"
2008_1643,8.0,24.0,24,-98.44704572312146,58384.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.4470457,37.1054967]}"
2008_1478,9.0,24.0,24,-98.57101323232995,53271.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5710132,37.0615691]}"
2008_689,8.0,24.0,24,-98.51765330445325,24222.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5176533,37.0912135]}"
2008_1064,10.0,24.0,24,-98.56670131896618,37903.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5667013,37.0782778]}"
2008_1065,7.0,24.0,24,-98.58125402656891,37910.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.581254,37.0610301]}"
2008_306,8.0,24.0,24,-98.55807749223864,10943.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5580775,37.4283512]}"
2008_1487,6.0,24.0,24,-98.53031954995934,53581.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5303195,37.4561092]}"
2008_1104,8.0,24.0,24,-98.53355348498216,39007.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5335535,37.6533792]}"
2008_1401,10.0,24.0,24,-98.66425835882156,50273.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6642584,37.5364186]}"
2008_746,9.0,24.0,24,-98.77529012793873,26602.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.7752901,37.5792682]}"
2008_684,10.0,24.0,24,-98.97175168057566,24107.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9717517,37.4046357]}"
2008_691,8.0,24.0,24,-98.85128760097524,24266.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8512876,37.437514]}"
2008_1187,6.0,24.0,24,-98.87042171652699,42654.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8704217,37.6229263]}"
2008_316,6.0,24.0,4,-98.99950962285496,11197.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9995096,37.6194229]}"
2008_238,7.0,24.0,24,-99.04505420775982,8165.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.0450542,37.5663325]}"
2008_1587,6.0,24.0,176,-99.1749505978435,56698.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1749506,37.1825722]}"
2008_314,6.0,24.0,24,-99.31913020094468,11077.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3191302,37.1936214]}"
2008_1033,6.0,24.0,24,-99.5040034864165,36762.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5040035,37.2081742]}"
2008_1150,8.0,24.0,24,-99.50130854056412,40993.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5013085,37.1491548]}"
2008_1547,9.0,24.0,24,-99.53769030957098,55423.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5376903,37.1184325]}"
2008_837,9.0,24.0,24,-99.48271341418285,29972.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4827134,36.9513458]}"
2008_1259,8.0,24.0,24,-99.83655980459754,45386.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.8365598,37.0939084]}"
2008_1123,5.0,24.0,24,-99.85946684434258,40057.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.8594668,37.1553532]}"
2008_1499,6.0,24.0,24,-99.55844139263414,53879.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5584414,37.1626296]}"
2008_1233,6.0,24.0,24,-99.89962153754273,44420.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.8996215,37.4377835]}"
2008_250,6.0,24.0,24,-99.81850366738674,8572.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.8185037,37.4962639]}"
2008_1140,5.0,24.0,61,-99.87779247613862,40728.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.8777925,37.5593256]}"
2008_1652,5.0,24.0,61,-99.75625041819725,58790.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7562504,37.5496238]}"
2008_185,5.0,24.0,61,-99.69723110403059,6202.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6972311,37.4655415]}"
2008_1006,6.0,24.0,4,-99.40429048987922,35784.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4042905,37.5585171]}"
